3/15/19,21:33:31,T=19.0,H=21.0
3/15/19,21:38:32,T=19.0,H=21.0
3/15/19,21:43:33,T=18.0,H=22.0
3/15/19,21:48:36,T=19.0,H=21.0
3/15/19,21:53:36,T=19.0,H=21.0
3/15/19,21:58:37,T=19.0,H=27.0
3/15/19,22:03:37,T=19.0,H=21.0
3/15/19,22:08:38,T=19.0,H=27.0
3/15/19,22:13:39,T=19.0,H=21.0
3/15/19,22:18:39,T=19.0,H=27.0
3/15/19,22:23:40,T=19.0,H=21.0
3/15/19,22:28:41,T=19.0,H=27.0
3/15/19,22:33:41,T=19.0,H=21.0
3/15/19,22:38:42,T=19.0,H=21.0
3/15/19,22:43:43,T=19.0,H=21.0
3/15/19,22:48:43,T=19.0,H=21.0
3/15/19,22:53:44,T=19.0,H=21.0
3/15/19,22:58:44,T=18.0,H=22.0
3/15/19,23:03:45,T=17.0,H=22.0
3/15/19,23:08:46,T=18.0,H=22.0
3/15/19,23:13:46,T=18.0,H=24.0
3/15/19,23:18:47,T=18.0,H=28.0
3/15/19,23:23:47,T=18.0,H=22.0
3/15/19,23:28:48,T=18.0,H=28.0
3/15/19,23:33:49,T=18.0,H=22.0
3/15/19,23:38:49,T=18.0,H=28.0
3/15/19,23:43:50,T=18.0,H=22.0
3/15/19,23:48:51,T=18.0,H=28.0
3/15/19,23:53:51,T=18.0,H=22.0
3/15/19,23:58:52,T=18.0,H=22.0
3/16/19,0:03:52,T=18.0,H=22.0
3/16/19,0:08:53,T=18.0,H=22.0
